domain,company_name,health_score,verdict,sector,total_signals,it_infrastructure_score,it_infrastructure_tier,it_infrastructure_budget,it_infrastructure_signals,engineering_product_score,engineering_product_tier,engineering_signals,sales_marketing_score,sales_marketing_tier,sales_marketing_signals,legal_compliance_score,legal_compliance_tier,legal_signals,hr_hiring_score,hr_hiring_signals,finance_revops_score,telecom_remote_score,corporate_dev_score,last_checked,trace_url
branch.io,Branch Metrics,82,at_risk,general,20,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,92,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | Public Status Page Active,96,Enterprise,Premium SaaS Stack | Active Advertising,99,Enterprise,ATS Integration Verified | Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=branch.io
corti.ai,Corti,82,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,95,Enterprise,App Recently Updated | Moderate Infrastructure Footprint,94,Enterprise,Active Advertising | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=corti.ai
conduit.xyz,Conduit,82,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,82,Enterprise,Growth Analytics Stack,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=conduit.xyz
8x8.com,8x8 Inc,82,at_risk,general,13,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Business Email Provider,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,,Unknown,—,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=8x8.com
ui.com,Ubiquiti Inc,82,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Enterprise CDN/WAF | Business Email Provider,97,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,100,Enterprise,Active Advertising | Growth Analytics Stack,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=ui.com
givebutter.com,Givebutter,82,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,93,Enterprise,App Recently Updated | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Premium SaaS Stack | Active Advertising | Growth Analytics Stack,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=givebutter.com
finout.io,Finout,82,at_risk,general,15,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=finout.io
joor.com,Joor,82,at_risk,general,18,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,94,Enterprise,Active Advertising | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=joor.com
flutterflow.io,Flutterflow,82,at_risk,cloud_infra,18,94,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,100,Enterprise,App Recently Updated | Actively Shipping | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,94,Enterprise,Active Advertising | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=flutterflow.io
envoymedical.com,Envoy Medical Inc,82,actively_hiring,general,20,94,Enterprise,Active,DMARC Fully Enforced | Business Email Provider | Enterprise Email Platform,93,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,100,Enterprise,Stable URL Structure,90,Enterprise,Verified Vendor Spend,50,—,,100,50,2026-03-25,https://www.thesubspace.io/trace?domain=envoymedical.com
mural.co,Mural,82,at_risk,general,18,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,100,Enterprise,App Recently Updated | Actively Shipping | Moderate Infrastructure Footprint | Public Status Page Active,94,Enterprise,Premium SaaS Stack | Enterprise Analytics Stack | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=mural.co
getweave.com,Weave,82,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider,94,Enterprise,App Recently Updated | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=getweave.com
radai.com,Radai,82,at_risk,general,18,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,77,Enterprise,Public Status Page Active,100,Enterprise,Active Advertising | Growth Analytics Stack | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=radai.com
assentcompliance.com,Assent Compliance,82,at_risk,general,18,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Enterprise CDN/WAF | Business Email Provider,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,97,Enterprise,Premium SaaS Stack | Active Advertising | Rich Third-Party Integration,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=assentcompliance.com
fadv.com,First Advantage Corp,82,at_risk,general,15,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,98,Enterprise,Rich Internal Infrastructure | Actively Shipping,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=fadv.com
nash.ai,Nash,82,at_risk,general,15,100,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,96,Enterprise,App Recently Updated | Actively Shipping,100,Enterprise,Heavy Ad Spend | Growth Analytics Stack | Rich Third-Party Integration,95,Enterprise,Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=nash.ai
joinblink.com,Blink - The Employee App,82,at_risk,general,19,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,97,Enterprise,Premium SaaS Stack | Active Advertising | Rich Third-Party Integration,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=joinblink.com
lindy.ai,Lindy,82,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,95,Enterprise,Actively Shipping | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Active Advertising | Growth Analytics Stack | Rich Third-Party Integration,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=lindy.ai
virtahealth.com,Virtahealth,82,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,82,Enterprise,App Recently Updated,100,Enterprise,Active Advertising | Growth Analytics Stack | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=virtahealth.com
fieldguide.io,Fieldguide,82,at_risk,general,16,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=fieldguide.io
kayak.com,Kayak,82,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Fully Enforced | Enterprise CDN/WAF,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=kayak.com
trigger.dev,Trigger.dev,82,at_risk,cloud_infra,17,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,99,Enterprise,Actively Shipping | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,50,Growth,—,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=trigger.dev
percona.com,Percona,82,at_risk,cloud_infra,18,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,95,Enterprise,SSO Infrastructure Detected | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=percona.com
rev.com,Rev,82,at_risk,general,19,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Enterprise CDN/WAF | Business Email Provider | Web Application Firewall,98,Enterprise,App Recently Updated | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,88,Enterprise,Growth Analytics Stack | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=rev.com
achievers.com,Achievers,82,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | Enterprise CDN/WAF | DMARC Quarantine,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=achievers.com
figure.com,Figure,82,at_risk,general,15,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Enterprise CDN/WAF | Business Email Provider,98,Enterprise,App Recently Updated | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=figure.com
assembly.com,Assembly,82,at_risk,general,15,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider,100,Enterprise,App Recently Updated | Actively Shipping | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Enterprise Analytics Stack | Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=assembly.com
cohere.com,Cohere,82,at_risk,ai_ml,16,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Quarantine | Modern CDN,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,96,Enterprise,Premium SaaS Stack | Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=cohere.com
getbenepass.com,Benepass,82,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,82,Enterprise,App Recently Updated,100,Enterprise,Enterprise Analytics Stack | Active Advertising | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=getbenepass.com
liveramp.com,Liveramp Holdings Inc,82,at_risk,general,18,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Quarantine | Modern CDN | Web Application Firewall,96,Enterprise,Mature Engineering Infrastructure | SSO Infrastructure Detected | Moderate Infrastructure Footprint | Public Status Page Active,94,Enterprise,Active Advertising | Rich Third-Party Integration,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=liveramp.com
actionstep.com,ActionStep,82,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | Enterprise CDN/WAF | DMARC Quarantine | Business Email Provider,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=actionstep.com
seattleav.com,Seattle Aviation Solutions,82,actively_hiring,general,20,94,Enterprise,Active,Verified SaaS Tooling | Business Email Provider | Enterprise Email Platform,93,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,100,Enterprise,Stable URL Structure,90,Enterprise,Verified Vendor Spend,50,—,,100,50,2026-03-25,https://www.thesubspace.io/trace?domain=seattleav.com
cbarealtors.com,"CB&A, Realtors",82,actively_hiring,general,21,94,Enterprise,Active,Fast TTFB | Verified SaaS Tooling | Business Email Provider | Enterprise Email Platform,93,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,100,Enterprise,Stable URL Structure,90,Enterprise,Verified Vendor Spend,50,—,,100,50,2026-03-25,https://www.thesubspace.io/trace?domain=cbarealtors.com
inscribe.ai,Inscribeai,82,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Enterprise CDN/WAF | Business Email Provider | Web Application Firewall,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,95,Enterprise,Heavy Ad Spend | Rich Third-Party Integration,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=inscribe.ai
